f_property_type,f_room_type,f_room_type2,f_neighbourhood_cleansed,n_accommodates,n_bathrooms,n_bedrooms,n_beds,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_availability_365,n_days_sincelast,d_backyard,d_backyard1,d_baking_sheet,d_baking_sheet1,d_barbecue_utensils,d_barbecue_utensils1,d_bathtub,d_bathtub1,d_bed_linens,d_bed_linens1,d_board_games,d_board_games1,d_building_staff,d_building_staff1,d_carbon_monoxide_alarm,d_carbon_monoxide_alarm1,d_cleaning_before_checkout,d_cleaning_before_checkout1,d_cleaning_products,d_cleaning_products1,d_cooking_basics,d_cooking_basics1,d_dining_table,d_dining_table1,d_dishes_and_silverware,d_dishes_and_silverware1,d_drying_rack_for_clothing,d_drying_rack_for_clothing1,d_elevator,d_elevator1,d_essentials,d_essentials1,d_ethernet_connection,d_ethernet_connection1,d_ev_charger,d_ev_charger1,d_extra_pillows_and_blankets,d_extra_pillows_and_blankets1,d_fire_extinguisher,d_fire_extinguisher1,d_first_aid_kit,d_first_aid_kit1,d_freezer,d_freezer1,d_hangers,d_hangers1,d_host_greets_you,d_host_greets_you1,d_hot_tub,d_hot_tub1,d_hot_water,d_hot_water1,d_hot_water_kettle,d_hot_water_kettle1,d_keypad,d_keypad1,d_laundromat_nearby,d_host_is_superhost,d_host_identity_verified,price,id,neighbourhood_cleansed,room_type,property_type,flag_review_scores_rating,flag_reviews_per_month,flag_days_sincelast,f_bathroom,f_bedroom,ln_bed,f_beds,f_review_scores_rating,f_number_of_reviews,f_minimum_nights
unit,Entire home/apt,Entire/Apt,Leopoldstadt,2,1,1,1,3.5,4,1.33,1,349,66,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,112,51247194,Leopoldstadt,Entire home/apt,unit,0,0,0,1,2,0,1,2,2,1
unit,Entire home/apt,Entire/Apt,Leopoldstadt,2,1,0,1,4.5,4,1.56,1,299,39,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,112,51247249,Leopoldstadt,Entire home/apt,unit,0,0,0,1,1,0,1,3,2,1
(condo),Entire home/apt,Entire/Apt,Donaustadt,4,1.5,1,3,4.83,0,0.72,29,332,82,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,74,51247432,Donaustadt,Entire home/apt,(condo),1,1,1,1,2,1.0986122886681098,2,3,1,3
(condo),Entire home/apt,Entire/Apt,Margareten,2,1.5,1,1,5,4,1.11,2,351,36,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,64,51258557,Margareten,Entire home/apt,(condo),0,0,0,1,2,0,1,3,2,1
unit,Entire home/apt,Entire/Apt,Leopoldstadt,2,1,1,1,5,4,1.36,1,20,17,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,75,51274591,Leopoldstadt,Entire home/apt,unit,0,0,0,1,2,0,1,3,2,1
unit,Entire home/apt,Entire/Apt,Floridsdorf,4,1.5,1,2,5,5,1.15,3,7,32,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,55,51280429,Floridsdorf,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,2,1
unit,Entire home/apt,Entire/Apt,Brigittenau,4,1,1,1,4.8,5,1.25,1,342,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,64,51282293,Brigittenau,Entire home/apt,unit,0,0,0,1,2,0,1,3,2,1
unit,Entire home/apt,Entire/Apt,NA,4,1,1,1,4,1,0.26,1,175,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,60,51285472,Landstra§e,Entire home/apt,unit,0,0,0,1,2,0,1,3,2,1
unit,Entire home/apt,Entire/Apt,Neubau,4,1.5,2,2,4.83,0,0.72,30,309,82,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,94,51293503,Neubau,Entire home/apt,unit,1,1,1,1,2,0.6931471805599453,1,3,1,3
unit,Entire home/apt,Entire/Apt,Penzing,4,1.5,1,2,4.8,10,2.4,1,355,33,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,66,51294559,Penzing,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,2,1
unit,Entire home/apt,Entire/Apt,Penzing,4,1.5,2,2,4.71,7,1.69,1,350,25,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,98,51294833,Penzing,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,2,1
unit,Entire home/apt,Entire/Apt,Mariahilf,3,1,1,2,4.83,0,0.72,1,303,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,71,51295186,Mariahilf,Entire home/apt,unit,1,1,1,1,2,0.6931471805599453,1,3,1,1
unit,Entire home/apt,Entire/Apt,Mariahilf,3,1,1,1,4.92,12,2.79,1,180,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,51295210,Mariahilf,Entire home/apt,unit,0,0,0,1,2,0,1,3,2,1
unit,Entire home/apt,Entire/Apt,Favoriten,3,1,1,1,4.78,9,3.8,1,83,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,47,51301351,Favoriten,Entire home/apt,unit,0,0,0,1,2,0,1,3,2,1
(condo),Entire home/apt,Entire/Apt,D<U+009A>bling,3,1.5,1,1,4.11,9,2.09,1,341,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,51301827,D<U+009A>bling,Entire home/apt,(condo),0,0,0,1,2,0,1,3,2,1
unit,Entire home/apt,Entire/Apt,Wieden,3,1,1,1,4.92,12,2.95,2,365,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,103,51302449,Wieden,Entire home/apt,unit,0,0,0,1,2,0,1,3,2,1
(condo),Entire home/apt,Entire/Apt,Wieden,4,1.5,1,2,4.63,19,5.43,1,347,24,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,48,51315831,Wieden,Entire home/apt,(condo),0,0,0,1,2,0.6931471805599453,1,3,2,1
(condo),Entire home/apt,Entire/Apt,Wieden,4,1.5,1,2,4.37,19,6.26,1,341,4,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,48,51315943,Wieden,Entire home/apt,(condo),0,0,0,1,2,0.6931471805599453,1,3,2,1
unit,Entire home/apt,Entire/Apt,Ottakring,2,1,0,1,3.85,13,2.95,1,363,41,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,32,51320321,Ottakring,Entire home/apt,unit,0,0,0,1,1,0,1,2,2,1
unit,Entire home/apt,Entire/Apt,Ottakring,3,1,1,2,3.83,12,2.71,1,74,37,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,67,51321592,Ottakring,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,2,2,1
unit,Entire home/apt,Entire/Apt,Favoriten,2,1,0,1,4.83,0,0.72,31,365,82,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,32,51337153,Favoriten,Entire home/apt,unit,1,1,1,1,1,0,1,3,1,3
unit,Entire home/apt,Entire/Apt,Favoriten,3,1,1,2,4.83,0,0.72,30,365,82,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,32,51339360,Favoriten,Entire home/apt,unit,1,1,1,1,2,0.6931471805599453,1,3,1,3
unit,Entire home/apt,Entire/Apt,Rudolfsheim-F<U+009F>nfhaus,4,1,2,3,4.71,14,3.26,4,161,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,40,51341408,Rudolfsheim-F<U+009F>nfhaus,Entire home/apt,unit,0,0,0,1,2,1.0986122886681098,2,3,2,1
unit,Entire home/apt,Entire/Apt,Rudolfsheim-F<U+009F>nfhaus,3,1,1,2,4.52,23,5.52,1,141,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,59,51361164,Rudolfsheim-F<U+009F>nfhaus,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,2,1
loft,Entire home/apt,Entire/Apt,Donaustadt,3,1,1,1,4.88,17,4.25,1,351,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,60,51363446,Donaustadt,Entire home/apt,loft,0,0,0,1,2,0,1,3,2,1
unit,Entire home/apt,Entire/Apt,NA,4,1,1,2,4.75,4,1.35,1,359,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,61,51364674,Landstra§e,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,2,1
unit,Entire home/apt,Entire/Apt,NA,2,1,1,1,4.67,3,1.96,1,363,18,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,57,51365690,Landstra§e,Entire home/apt,unit,0,0,0,1,2,0,1,3,2,1
(condo),Entire home/apt,Entire/Apt,NA,2,1.5,0,1,5,3,0.89,3,329,38,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,72,51367641,Landstra§e,Entire home/apt,(condo),0,0,0,1,1,0,1,3,2,1
home,Entire home/apt,Entire/Apt,Floridsdorf,4,1,1,2,4.83,0,0.72,1,317,82,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,9,51380533,Floridsdorf,Entire home/apt,home,1,1,1,1,2,0.6931471805599453,1,3,1,1
unit,Entire home/apt,Entire/Apt,Josefstadt,3,1.5,1,2,5,1,0.33,4,42,90,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,79,51381337,Josefstadt,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,2,1
unit,Entire home/apt,Entire/Apt,NA,3,1,1,2,4.33,3,0.79,2,252,102,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,50,51389214,Landstra§e,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,2,1
unit,Entire home/apt,Entire/Apt,Ottakring,2,1,1,2,5,1,0.64,2,174,46,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,70,51399591,Ottakring,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,2,1
unit,Entire home/apt,Entire/Apt,Ottakring,3,1,1,2,4,2,0.72,1,195,15,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,39,51407363,Ottakring,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,2,1
unit,Entire home/apt,Entire/Apt,Hernals,3,1,1,2,4.83,0,0.72,1,179,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,60,51408003,Hernals,Entire home/apt,unit,1,1,1,1,2,0.6931471805599453,1,3,1,1
(condo),Entire home/apt,Entire/Apt,Leopoldstadt,2,1.5,1,1,5,6,1.65,2,362,38,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,69,51416273,Leopoldstadt,Entire home/apt,(condo),0,0,0,1,2,0,1,3,2,1
unit,Entire home/apt,Entire/Apt,Meidling,2,1,1,1,5,1,0.26,1,363,116,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,85,51429912,Meidling,Entire home/apt,unit,0,0,0,1,2,0,1,3,2,1
unit,Entire home/apt,Entire/Apt,Neubau,3,1,1,2,4.83,0,0.72,2,365,82,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,215,51441782,Neubau,Entire home/apt,unit,1,1,1,1,2,0.6931471805599453,1,3,1,1
unit,Entire home/apt,Entire/Apt,Favoriten,4,1,0,2,4,2,0.51,4,141,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,45,51450683,Favoriten,Entire home/apt,unit,0,0,0,1,1,0.6931471805599453,1,3,2,1
(condo),Entire home/apt,Entire/Apt,W<U+008A>hring,2,1,1,1,5,3,1.03,2,239,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,51457803,W<U+008A>hring,Entire home/apt,(condo),0,0,0,1,2,0,1,3,2,1
unit,Entire home/apt,Entire/Apt,Neubau,2,1,1,2,4.92,26,6.29,1,52,17,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,68,51458523,Neubau,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,2,1
unit,Entire home/apt,Entire/Apt,Josefstadt,4,1.5,2,2,5,2,1.18,30,335,15,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,80,51460062,Josefstadt,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,2,3
unit,Entire home/apt,Entire/Apt,Josefstadt,2,1.5,0,1,4.83,0,0.72,30,145,82,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,54,51460073,Josefstadt,Entire home/apt,unit,1,1,1,1,1,0,1,3,1,3
(condo),Entire home/apt,Entire/Apt,Ottakring,2,1,1,1,4.83,0,0.72,28,283,82,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,22,51462011,Ottakring,Entire home/apt,(condo),1,1,1,1,2,0,1,3,1,3
unit,Entire home/apt,Entire/Apt,Innere Stadt,4,1,2,3,4.83,6,1.54,3,340,26,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,201,51464131,Innere Stadt,Entire home/apt,unit,0,0,0,1,2,1.0986122886681098,2,3,2,1
unit,Entire home/apt,Entire/Apt,Neubau,3,1,2,2,4.78,23,5.56,1,57,18,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,37,51465902,Neubau,Entire home/apt,unit,0,0,0,1,2,0.6931471805599453,1,3,2,1
unit,Entire home/apt,Entire/Apt,Favoriten,6,1.5,2,3,4.71,17,4.81,1,77,25,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,84,51477692,Favoriten,Entire home/apt,unit,0,0,0,1,2,1.0986122886681098,2,3,2,1
apartment,Entire home/apt,Entire/Apt,Favoriten,2,1,0,1,4.83,0,0.72,1,343,82,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,61,51481919,Favoriten,Entire home/apt,apartment,1,1,1,1,1,0,1,3,1,1
apartment,Entire home/apt,Entire/Apt,Favoriten,2,1,0,1,4.83,0,0.72,1,312,82,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,61,51482860,Favoriten,Entire home/apt,apartment,1,1,1,1,1,0,1,3,1,1
apartment,Entire home/apt,Entire/Apt,Favoriten,2,1,0,1,5,1,0.75,1,361,39,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,61,51483051,Favoriten,Entire home/apt,apartment,0,0,0,1,1,0,1,3,2,1
unit,Entire home/apt,Entire/Apt,Alsergrund,4,1.5,2,2,4.83,0,0.72,30,0,82,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,100,51484393,Alsergrund,Entire home/apt,unit,1,1,1,1,2,0.6931471805599453,1,3,1,3
unit,Entire home/apt,Entire/Apt,NA,2,1,1,1,5,1,1,1,365,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,51485795,Landstra§e,Entire home/apt,unit,0,0,0,1,2,0,1,3,2,1
unit,Entire home/apt,Entire/Apt,Innere Stadt,2,1,1,1,5,22,5.64,1,145,18,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,88,51488822,Innere Stadt,Entire home/apt,unit,0,0,0,1,2,0,1,3,2,1
apartment,Entire home/apt,Entire/Apt,Favoriten,4,1,1,2,4.83,0,0.72,1,362,82,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,70,51495337,Favoriten,Entire home/apt,apartment,1,1,1,1,2,0.6931471805599453,1,3,1,1
apartment,Entire home/apt,Entire/Apt,Favoriten,4,1,1,2,1,2,0.87,1,0,39,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,70,51495599,Favoriten,Entire home/apt,apartment,0,0,0,1,2,0.6931471805599453,1,2,2,1
(condo),Entire home/apt,Entire/Apt,Hietzing,3,1,2,3,4.5,4,1.62,1,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,55,51500876,Hietzing,Entire home/apt,(condo),0,0,0,1,2,1.0986122886681098,2,3,2,1
unit,Entire home/apt,Entire/Apt,Leopoldstadt,4,1,1,1,4.67,3,0.8,1,353,76,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,79,51502307,Leopoldstadt,Entire home/apt,unit,0,0,0,1,2,0,1,3,2,1
(condo),Entire home/apt,Entire/Apt,Neubau,4,1,0,3,3.88,16,3.93,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,44,51505142,Neubau,Entire home/apt,(condo),0,0,0,1,1,1.0986122886681098,2,2,2,1
unit,Entire home/apt,Entire/Apt,Favoriten,4,1,0,2,4.47,15,4.13,1,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,51505598,Favoriten,Entire home/apt,unit,0,0,0,1,1,0.6931471805599453,1,3,2,1
unit,Entire home/apt,Entire/Apt,Favoriten,2,1,1,1,4.38,8,2.09,3,349,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,51507780,Favoriten,Entire home/apt,unit,0,0,0,1,2,0,1,3,2,1
unit,Entire home/apt,Entire/Apt,Rudolfsheim-F<U+009F>nfhaus,2,1,1,1,5,1,1,28,144,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,28,51511371,Rudolfsheim-F<U+009F>nfhaus,Entire home/apt,unit,0,0,0,1,2,0,1,3,2,3
(condo),Entire home/apt,Entire/Apt,Neubau,4,1,1,2,4.86,22,5.95,1,358,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,46,51516558,Neubau,Entire home/apt,(condo),0,0,0,1,2,0.6931471805599453,1,3,2,1
